,symbol,metric,value
5199,PBCT,1y Target Est,N/A
5200,PEP,Previous Close,169.97
5201,PEP,Open,169.98
5202,PEP,Bid,169.75 x 1000
5203,PEP,Ask,170.20 x 900
5204,PEP,Day's Range,169.25 - 170.63
5205,PEP,52 Week Range,128.32 - 173.56
5206,PEP,Volume,"3,241,793"
5207,PEP,Avg. Volume,"4,335,633"
5208,PEP,Market Cap,234.746B
5209,PEP,Beta (5Y Monthly),0.65
5210,PEP,PE Ratio (TTM),28.92
5211,PEP,EPS (TTM),5.87
5212,PEP,Earnings Date,"Feb 10, 2022"
5213,PEP,Forward Dividend & Yield,4.30 (2.53%)
5214,PEP,Ex-Dividend Date,"Dec 02, 2021"
5215,PEP,1y Target Est,168.68
5216,PKI,Previous Close,187.59
5217,PKI,Open,185.64
5218,PKI,Bid,187.32 x 800
5219,PKI,Ask,187.70 x 900
5220,PKI,Day's Range,184.83 - 188.35
5221,PKI,52 Week Range,119.95 - 192.85
5222,PKI,Volume,"538,357"
5223,PKI,Avg. Volume,"853,292"
5224,PKI,Market Cap,23.674B
5225,PKI,Beta (5Y Monthly),1.06
5226,PKI,PE Ratio (TTM),18.72
5227,PKI,EPS (TTM),10.02
5228,PKI,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
5229,PKI,Forward Dividend & Yield,0.28 (0.15%)
5230,PKI,Ex-Dividend Date,"Jan 20, 2022"
5231,PKI,1y Target Est,191.42
5232,PFE,Previous Close,59.55
5233,PFE,Open,59.82
5234,PFE,Bid,58.76 x 1000
5235,PFE,Ask,58.84 x 3000
5236,PFE,Day's Range,58.31 - 60.08
5237,PFE,52 Week Range,33.36 - 61.71
5238,PFE,Volume,"39,203,203"
5239,PFE,Avg. Volume,"39,515,306"
5240,PFE,Market Cap,329.532B
5241,PFE,Beta (5Y Monthly),0.62
5242,PFE,PE Ratio (TTM),16.77
5243,PFE,EPS (TTM),3.50
5244,PFE,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
5245,PFE,Forward Dividend & Yield,1.60 (2.73%)
5246,PFE,Ex-Dividend Date,"Jan 27, 2022"
5247,PFE,1y Target Est,N/A
5248,PM,Previous Close,92.91
5249,PM,Open,93.00
5250,PM,Bid,92.70 x 800
5251,PM,Ask,93.13 x 800
5252,PM,Day's Range,92.64 - 93.50
5253,PM,52 Week Range,78.34 - 106.51
5254,PM,Volume,"2,615,956"
5255,PM,Avg. Volume,"4,809,119"
5256,PM,Market Cap,144.676B
5257,PM,Beta (5Y Monthly),0.89
5258,PM,PE Ratio (TTM),16.19
5259,PM,EPS (TTM),5.74
5260,PM,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
5261,PM,Forward Dividend & Yield,5.00 (5.38%)
5262,PM,Ex-Dividend Date,"Dec 22, 2021"
5263,PM,1y Target Est,107.82
5264,PSX,Previous Close,71.80
5265,PSX,Open,69.77
5266,PSX,Bid,69.43 x 1000
5267,PSX,Ask,70.39 x 1000
5268,PSX,Day's Range,68.57 - 71.02
5269,PSX,52 Week Range,63.19 - 94.34
5270,PSX,Volume,"5,225,676"
5271,PSX,Avg. Volume,"3,286,422"
5272,PSX,Market Cap,30.424B
5273,PSX,Beta (5Y Monthly),1.65
5274,PSX,PE Ratio (TTM),N/A
5275,PSX,EPS (TTM),-1.15
5276,PSX,Earnings Date,"Jan 28, 2022"
5277,PSX,Forward Dividend & Yield,3.68 (5.13%)
5278,PSX,Ex-Dividend Date,"Nov 16, 2021"
5279,PSX,1y Target Est,93.73
5280,PNW,Previous Close,68.55
5281,PNW,Open,68.62
5282,PNW,Bid,67.40 x 1200
5283,PNW,Ask,69.45 x 1000
5284,PNW,Day's Range,68.56 - 69.35
5285,PNW,52 Week Range,62.78 - 88.54
5286,PNW,Volume,"1,058,815"
5287,PNW,Avg. Volume,"1,486,371"
5288,PNW,Market Cap,7.774B
5289,PNW,Beta (5Y Monthly),0.26
5290,PNW,PE Ratio (TTM),13.66
5291,PNW,EPS (TTM),5.04
5292,PNW,Earnings Date,"Feb 22, 2022 - Feb 28, 2022"
5293,PNW,Forward Dividend & Yield,3.40 (4.93%)
5294,PNW,Ex-Dividend Date,"Jan 31, 2022"
5295,PNW,1y Target Est,67.46
5296,PXD,Previous Close,181.00
5297,PXD,Open,182.04
5298,PXD,Bid,179.40 x 1000
5299,PXD,Ask,216.38 x 800
5300,PXD,Day's Range,180.01 - 183.95
5301,PXD,52 Week Range,109.11 - 196.64
5302,PXD,Volume,"913,866"
5303,PXD,Avg. Volume,"2,085,723"
5304,PXD,Market Cap,43.951B
5305,PXD,Beta (5Y Monthly),1.84
5306,PXD,PE Ratio (TTM),28.67
5307,PXD,EPS (TTM),6.28
5308,PXD,Earnings Date,"Feb 21, 2022 - Feb 25, 2022"
5309,PXD,Forward Dividend & Yield,2.30 (1.28%)
5310,PXD,Ex-Dividend Date,"Dec 30, 2021"
5311,PXD,1y Target Est,227.76
5312,PNC,Previous Close,197.12
5313,PNC,Open,198.81
5314,PNC,Bid,195.75 x 800
5315,PNC,Ask,197.93 x 1200
5316,PNC,Day's Range,197.87 - 200.77
5317,PNC,52 Week Range,141.60 - 217.60
5318,PNC,Volume,"707,829"
5319,PNC,Avg. Volume,"1,653,312"
5320,PNC,Market Cap,83.653B
5321,PNC,Beta (5Y Monthly),1.34
5322,PNC,PE Ratio (TTM),19.46
5323,PNC,EPS (TTM),10.17
5324,PNC,Earnings Date,"Jan 18, 2022"
5325,PNC,Forward Dividend & Yield,5.00 (2.53%)
5326,PNC,Ex-Dividend Date,"Oct 14, 2021"
5327,PNC,1y Target Est,215.98
5328,POOL,Previous Close,549.13
5329,POOL,Open,546.49
5330,POOL,Bid,523.00 x 800
5331,POOL,Ask,564.93 x 1100
5332,POOL,Day's Range,546.49 - 557.57
5333,POOL,52 Week Range,305.47 - 582.27
5334,POOL,Volume,"209,375"
5335,POOL,Avg. Volume,"239,053"
5336,POOL,Market Cap,22.034B
5337,POOL,Beta (5Y Monthly),0.85
5338,POOL,PE Ratio (TTM),37.26
5339,POOL,EPS (TTM),14.75
5340,POOL,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
5341,POOL,Forward Dividend & Yield,3.20 (0.58%)
5342,POOL,Ex-Dividend Date,"Nov 09, 2021"
5343,POOL,1y Target Est,566.71
5344,PPG,Previous Close,165.74
5345,PPG,Open,166.31
5346,PPG,Bid,159.50 x 1000
5347,PPG,Ask,168.90 x 800
5348,PPG,Day's Range,166.31 - 168.32
5349,PPG,52 Week Range,132.10 - 182.97
5350,PPG,Volume,"709,123"
5351,PPG,Avg. Volume,"1,297,271"
5352,PPG,Market Cap,39.66B
5353,PPG,Beta (5Y Monthly),1.15
5354,PPG,PE Ratio (TTM),28.07
5355,PPG,EPS (TTM),5.95
5356,PPG,Earnings Date,"Jan 20, 2022"
5357,PPG,Forward Dividend & Yield,2.36 (1.41%)
5358,PPG,Ex-Dividend Date,"Nov 09, 2021"
5359,PPG,1y Target Est,180.00
5360,PPL,Previous Close,29.41
5361,PPL,Open,29.46
5362,PPL,Bid,29.35 x 1800
5363,PPL,Ask,29.90 x 1300
5364,PPL,Day's Range,29.31 - 29.64
5365,PPL,52 Week Range,26.15 - 30.72
5366,PPL,Volume,"2,280,878"
5367,PPL,Avg. Volume,"4,537,795"
5368,PPL,Market Cap,22.086B
5369,PPL,Beta (5Y Monthly),0.78
5370,PPL,PE Ratio (TTM),N/A
5371,PPL,EPS (TTM),-1.72
5372,PPL,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
5373,PPL,Forward Dividend & Yield,1.66 (5.64%)
5374,PPL,Ex-Dividend Date,"Dec 09, 2021"
5375,PPL,1y Target Est,31.36
5376,PFG,Previous Close,70.33
5377,PFG,Open,69.90
5378,PFG,Bid,0.00 x 800
5379,PFG,Ask,0.00 x 800
5380,PFG,Day's Range,69.56 - 70.58
5381,PFG,52 Week Range,47.52 - 74.30
5382,PFG,Volume,"1,564,857"
5383,PFG,Avg. Volume,"1,511,274"
5384,PFG,Market Cap,18.6B
5385,PFG,Beta (5Y Monthly),1.60
5386,PFG,PE Ratio (TTM),11.28
5387,PFG,EPS (TTM),6.22
5388,PFG,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
5389,PFG,Forward Dividend & Yield,2.56 (3.64%)
5390,PFG,Ex-Dividend Date,"Nov 30, 2021"
5391,PFG,1y Target Est,72.82
5392,PG,Previous Close,159.32
5393,PG,Open,159.50
5394,PG,Bid,160.00 x 1100
5395,PG,Ask,161.04 x 800
5396,PG,Day's Range,159.44 - 160.92
5397,PG,52 Week Range,121.54 - 161.72
5398,PG,Volume,"5,640,972"
5399,PG,Avg. Volume,"7,354,871"
5400,PG,Market Cap,387.434B
5401,PG,Beta (5Y Monthly),0.42
5402,PG,PE Ratio (TTM),29.26
5403,PG,EPS (TTM),5.47
5404,PG,Earnings Date,"Jan 19, 2022"
5405,PG,Forward Dividend & Yield,3.48 (2.17%)
5406,PG,Ex-Dividend Date,"Oct 21, 2021"
5407,PG,1y Target Est,154.79
5408,PGR,Previous Close,101.16
5409,PGR,Open,101.50
5410,PGR,Bid,85.30 x 800
5411,PGR,Ask,101.30 x 1000
5412,PGR,Day's Range,101.07 - 102.21
5413,PGR,52 Week Range,84.89 - 107.59
5414,PGR,Volume,"2,133,269"
5415,PGR,Avg. Volume,"2,690,809"
5416,PGR,Market Cap,59.171B
5417,PGR,Beta (5Y Monthly),0.49
5418,PGR,PE Ratio (TTM),14.72
5419,PGR,EPS (TTM),6.88
5420,PGR,Earnings Date,"Jan 26, 2022"
5421,PGR,Forward Dividend & Yield,0.40 (0.40%)
5422,PGR,Ex-Dividend Date,"Jan 06, 2022"
5423,PGR,1y Target Est,97.50
5424,PLD,Previous Close,162.26
5425,PLD,Open,162.52
5426,PLD,Bid,158.05 x 1100
5427,PLD,Ask,165.47 x 1100
5428,PLD,Day's Range,160.27 - 162.95
5429,PLD,52 Week Range,93.08 - 165.08
5430,PLD,Volume,"2,740,916"
5431,PLD,Avg. Volume,"2,332,598"
5432,PLD,Market Cap,119.586B
5433,PLD,Beta (5Y Monthly),0.81
5434,PLD,PE Ratio (TTM),61.18
5435,PLD,EPS (TTM),2.64
5436,PLD,Earnings Date,"Jan 19, 2022"
5437,PLD,Forward Dividend & Yield,2.52 (1.56%)
5438,PLD,Ex-Dividend Date,"Dec 13, 2021"
5439,PLD,1y Target Est,164.74
5440,PRU,Previous Close,106.91
5441,PRU,Open,107.59
5442,PRU,Bid,104.80 x 900
5443,PRU,Ask,108.41 x 900
5444,PRU,Day's Range,107.59 - 109.07
5445,PRU,52 Week Range,75.71 - 115.52
5446,PRU,Volume,"1,145,134"
5447,PRU,Avg. Volume,"1,747,138"
5448,PRU,Market Cap,40.918B
5449,PRU,Beta (5Y Monthly),1.62
5450,PRU,PE Ratio (TTM),5.90
5451,PRU,EPS (TTM),18.36
5452,PRU,Earnings Date,"Feb 03, 2022"
5453,PRU,Forward Dividend & Yield,4.60 (4.25%)
5454,PRU,Ex-Dividend Date,"Nov 22, 2021"
5455,PRU,1y Target Est,112.92
5456,PTC,Previous Close,120.75
5457,PTC,Open,118.90
5458,PTC,Bid,100.00 x 1000
5459,PTC,Ask,124.50 x 1100
5460,PTC,Day's Range,117.72 - 121.22
5461,PTC,52 Week Range,105.49 - 153.73
5462,PTC,Volume,"876,471"
5463,PTC,Avg. Volume,"860,362"
5464,PTC,Market Cap,14.135B
5465,PTC,Beta (5Y Monthly),1.28
5466,PTC,PE Ratio (TTM),29.76
5467,PTC,EPS (TTM),4.03
5468,PTC,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
5469,PTC,Forward Dividend & Yield,N/A (N/A)
5470,PTC,Ex-Dividend Date,N/A
5471,PTC,1y Target Est,156.15
5472,PEG,Previous Close,64.09
5473,PEG,Open,63.55
5474,PEG,Bid,64.07 x 800
5475,PEG,Ask,64.13 x 1100
5476,PEG,Day's Range,62.68 - 64.21
5477,PEG,52 Week Range,53.77 - 66.30
5478,PEG,Volume,"1,493,851"
5479,PEG,Avg. Volume,"1,814,633"
5480,PEG,Market Cap,32.408B
5481,PEG,Beta (5Y Monthly),0.59
5482,PEG,PE Ratio (TTM),N/A
5483,PEG,EPS (TTM),-1.32
5484,PEG,Earnings Date,"Feb 24, 2022 - Feb 28, 2022"
5485,PEG,Forward Dividend & Yield,2.04 (3.18%)
5486,PEG,Ex-Dividend Date,"Dec 08, 2021"
5487,PEG,1y Target Est,70.00
5488,PSA,Previous Close,365.43
5489,PSA,Open,364.55
5490,PSA,Bid,327.92 x 800
5491,PSA,Ask,365.48 x 900
5492,PSA,Day's Range,359.46 - 364.79
5493,PSA,52 Week Range,212.22 - 369.34
5494,PSA,Volume,"530,220"
5495,PSA,Avg. Volume,"643,028"
5496,PSA,Market Cap,63.557B
5497,PSA,Beta (5Y Monthly),0.21
5498,PSA,PE Ratio (TTM),43.30
5499,PSA,EPS (TTM),8.37
5500,PSA,Earnings Date,"Feb 22, 2022 - Feb 28, 2022"
5501,PSA,Forward Dividend & Yield,8.00 (2.21%)
5502,PSA,Ex-Dividend Date,"Dec 14, 2021"
5503,PSA,1y Target Est,371.14
5504,PHM,Previous Close,54.54
5505,PHM,Open,54.99
5506,PHM,Bid,54.00 x 1100
5507,PHM,Ask,55.10 x 1100
5508,PHM,Day's Range,54.58 - 55.12
5509,PHM,52 Week Range,39.92 - 63.91
5510,PHM,Volume,"1,080,100"
5511,PHM,Avg. Volume,"2,315,309"
5512,PHM,Market Cap,13.837B
5513,PHM,Beta (5Y Monthly),1.43
5514,PHM,PE Ratio (TTM),8.45
5515,PHM,EPS (TTM),6.47
5516,PHM,Earnings Date,"Feb 01, 2022"
5517,PHM,Forward Dividend & Yield,0.60 (1.10%)
5518,PHM,Ex-Dividend Date,"Dec 14, 2021"
5519,PHM,1y Target Est,65.58
5520,PVH,Previous Close,102.64
5521,PVH,Open,103.81
5522,PVH,Bid,98.87 x 1300
5523,PVH,Ask,0.00 x 800
5524,PVH,Day's Range,101.06 - 103.81
5525,PVH,52 Week Range,78.76 - 125.42
5526,PVH,Volume,"1,015,163"
5527,PVH,Avg. Volume,"862,759"
5528,PVH,Market Cap,7.116B
5529,PVH,Beta (5Y Monthly),2.30
5530,PVH,PE Ratio (TTM),14.53
5531,PVH,EPS (TTM),7.00
5532,PVH,Earnings Date,"Dec 01, 2021"
5533,PVH,Forward Dividend & Yield,0.15 (0.15%)
5534,PVH,Ex-Dividend Date,"Nov 23, 2021"
5535,PVH,1y Target Est,129.50
5536,QRVO,Previous Close,151.41
5537,QRVO,Open,152.00
5538,QRVO,Bid,152.67 x 1000
5539,QRVO,Ask,152.99 x 900
5540,QRVO,Day's Range,151.11 - 153.51
5541,QRVO,52 Week Range,142.17 - 201.68
5542,QRVO,Volume,"662,380"
5543,QRVO,Avg. Volume,"1,333,330"
5544,QRVO,Market Cap,16.762B
5545,QRVO,Beta (5Y Monthly),1.38
5546,QRVO,PE Ratio (TTM),15.75
5547,QRVO,EPS (TTM),9.66
5548,QRVO,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
5549,QRVO,Forward Dividend & Yield,N/A (N/A)
5550,QRVO,Ex-Dividend Date,N/A
5551,QRVO,1y Target Est,204.56
5552,PWR,Previous Close,108.86
5553,PWR,Open,105.71
5554,PWR,Bid,107.01 x 1000
5555,PWR,Ask,110.37 x 800
5556,PWR,Day's Range,105.22 - 107.64
5557,PWR,52 Week Range,67.60 - 124.69
5558,PWR,Volume,"1,545,105"
5559,PWR,Avg. Volume,"1,067,177"
5560,PWR,Market Cap,15.31B
5561,PWR,Beta (5Y Monthly),1.16
5562,PWR,PE Ratio (TTM),28.21
5563,PWR,EPS (TTM),3.81
5564,PWR,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
5565,PWR,Forward Dividend & Yield,0.28 (0.25%)
5566,PWR,Ex-Dividend Date,"Jan 03, 2022"
5567,PWR,1y Target Est,134.81
5568,QCOM,Previous Close,181.38
5569,QCOM,Open,181.53
5570,QCOM,Bid,182.10 x 1400
5571,QCOM,Ask,182.50 x 1200
5572,QCOM,Day's Range,181.38 - 183.71
5573,QCOM,52 Week Range,122.17 - 192.68
5574,QCOM,Volume,"4,918,896"
5575,QCOM,Avg. Volume,"10,567,017"
5576,QCOM,Market Cap,204.669B
5577,QCOM,Beta (5Y Monthly),1.27
5578,QCOM,PE Ratio (TTM),23.22
5579,QCOM,EPS (TTM),7.87
5580,QCOM,Earnings Date,"Feb 02, 2022"
5581,QCOM,Forward Dividend & Yield,2.72 (1.49%)
5582,QCOM,Ex-Dividend Date,"Dec 01, 2021"
5583,QCOM,1y Target Est,208.50
5584,DGX,Previous Close,167.77
5585,DGX,Open,168.22
5586,DGX,Bid,148.00 x 900
5587,DGX,Ask,169.52 x 1100
5588,DGX,Day's Range,166.18 - 168.50
5589,DGX,52 Week Range,113.36 - 173.89
5590,DGX,Volume,"758,487"
5591,DGX,Avg. Volume,"1,304,557"
5592,DGX,Market Cap,20.493B
5593,DGX,Beta (5Y Monthly),0.99
5594,DGX,PE Ratio (TTM),10.04
5595,DGX,EPS (TTM),16.63
5596,DGX,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
5597,DGX,Forward Dividend & Yield,2.48 (1.48%)
5598,DGX,Ex-Dividend Date,"Jan 18, 2022"
5599,DGX,1y Target Est,165.33
5600,RL,Previous Close,108.90
5601,RL,Open,109.99
5602,RL,Bid,111.93 x 900
5603,RL,Ask,113.29 x 1000
5604,RL,Day's Range,109.97 - 112.19
5605,RL,52 Week Range,98.65 - 142.06
5606,RL,Volume,"655,483"
5607,RL,Avg. Volume,"912,285"
5608,RL,Market Cap,8.243B
5609,RL,Beta (5Y Monthly),1.53
5610,RL,PE Ratio (TTM),20.71
5611,RL,EPS (TTM),5.41
5612,RL,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
5613,RL,Forward Dividend & Yield,2.75 (2.53%)
5614,RL,Ex-Dividend Date,"Dec 22, 2021"
5615,RL,1y Target Est,138.63
5616,RTX,Previous Close,84.07
5617,RTX,Open,84.56
5618,RTX,Bid,84.80 x 1800
5619,RTX,Ask,85.20 x 800
5620,RTX,Day's Range,84.52 - 85.20
5621,RTX,52 Week Range,65.02 - 92.32
5622,RTX,Volume,"2,649,972"
5623,RTX,Avg. Volume,"4,893,366"
5624,RTX,Market Cap,127.077B
5625,RTX,Beta (5Y Monthly),1.01
5626,RTX,PE Ratio (TTM),38.59
5627,RTX,EPS (TTM),2.20
5628,RTX,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
5629,RTX,Forward Dividend & Yield,2.04 (2.40%)
5630,RTX,Ex-Dividend Date,"Nov 18, 2021"
5631,RTX,1y Target Est,103.65
5632,O,Previous Close,69.14
5633,O,Open,69.25
5634,O,Bid,69.05 x 900
5635,O,Ask,69.46 x 1100
5636,O,Day's Range,68.86 - 69.42
5637,O,52 Week Range,55.23 - 72.29
5638,O,Volume,"2,863,941"
5639,O,Avg. Volume,"5,155,898"
5640,O,Market Cap,39.162B
5641,O,Beta (5Y Monthly),0.80
5642,O,PE Ratio (TTM),54.59
5643,O,EPS (TTM),1.27
5644,O,Earnings Date,"Feb 21, 2022 - Feb 25, 2022"
5645,O,Forward Dividend & Yield,2.96 (4.27%)
5646,O,Ex-Dividend Date,"Dec 31, 2021"
5647,O,1y Target Est,78.71
5648,REGN,Previous Close,617.48
5649,REGN,Open,619.50
5650,REGN,Bid,600.00 x 800
5651,REGN,Ask,627.51 x 1000
5652,REGN,Day's Range,618.15 - 627.22
5653,REGN,52 Week Range,441.00 - 686.62
5654,REGN,Volume,"398,736"
5655,REGN,Avg. Volume,"809,358"
5656,REGN,Market Cap,67.255B
5657,REGN,Beta (5Y Monthly),0.18
5658,REGN,PE Ratio (TTM),10.00
5659,REGN,EPS (TTM),62.53
5660,REGN,Earnings Date,"Feb 03, 2022 - Feb 07, 2022"
5661,REGN,Forward Dividend & Yield,N/A (N/A)
5662,REGN,Ex-Dividend Date,N/A
5663,REGN,1y Target Est,715.68
5664,RF,Previous Close,21.34
5665,RF,Open,21.51
5666,RF,Bid,21.34 x 3200
5667,RF,Ask,21.69 x 2200
5668,RF,Day's Range,21.41 - 21.75
5669,RF,52 Week Range,15.70 - 24.89
5670,RF,Volume,"4,489,236"
5671,RF,Avg. Volume,"7,564,438"
5672,RF,Market Cap,20.515B
5673,RF,Beta (5Y Monthly),1.48
5674,RF,PE Ratio (TTM),8.06
5675,RF,EPS (TTM),2.67
5676,RF,Earnings Date,"Jan 20, 2022"
5677,RF,Forward Dividend & Yield,0.68 (3.16%)
5678,RF,Ex-Dividend Date,"Dec 02, 2021"
5679,RF,1y Target Est,26.13
5680,RSG,Previous Close,134.98
5681,RSG,Open,134.10
5682,RSG,Bid,133.21 x 800
5683,RSG,Ask,133.26 x 900
5684,RSG,Day's Range,131.88 - 134.40
5685,RSG,52 Week Range,88.62 - 145.98
5686,RSG,Volume,"745,799"
5687,RSG,Avg. Volume,"1,005,233"
5688,RSG,Market Cap,42.438B
5689,RSG,Beta (5Y Monthly),0.77
5690,RSG,PE Ratio (TTM),35.31
5691,RSG,EPS (TTM),3.79
5692,RSG,Earnings Date,"Feb 21, 2022 - Feb 25, 2022"
5693,RSG,Forward Dividend & Yield,1.84 (1.36%)
5694,RSG,Ex-Dividend Date,"Dec 31, 2021"
5695,RSG,1y Target Est,141.23
5696,ROK,Previous Close,341.76
5697,ROK,Open,338.63
5698,ROK,Bid,337.04 x 1100
5699,ROK,Ask,336.38 x 1300
5700,ROK,Day's Range,331.33 - 339.86
5701,ROK,52 Week Range,237.14 - 354.99
5702,ROK,Volume,"575,835"
5703,ROK,Avg. Volume,"550,098"
5704,ROK,Market Cap,39.038B
5705,ROK,Beta (5Y Monthly),1.37
5706,ROK,PE Ratio (TTM),29.07
5707,ROK,EPS (TTM),11.58
5708,ROK,Earnings Date,"Jan 24, 2022 - Jan 28, 2022"
5709,ROK,Forward Dividend & Yield,4.48 (1.31%)
5710,ROK,Ex-Dividend Date,"Nov 12, 2021"
5711,ROK,1y Target Est,336.33
5712,ROP,Previous Close,475.52
5713,ROP,Open,470.77
5714,ROP,Bid,464.28 x 800
5715,ROP,Ask,464.88 x 1200
5716,ROP,Day's Range,461.51 - 472.52
5717,ROP,52 Week Range,365.23 - 505.00
5718,ROP,Volume,"239,426"
5719,ROP,Avg. Volume,"373,495"
5720,ROP,Market Cap,49.044B
5721,ROP,Beta (5Y Monthly),1.06
5722,ROP,PE Ratio (TTM),44.12
5723,ROP,EPS (TTM),10.54
5724,ROP,Earnings Date,"Jan 27, 2022 - Jan 31, 2022"
5725,ROP,Forward Dividend & Yield,2.48 (0.52%)
5726,ROP,Ex-Dividend Date,"Jan 07, 2022"
5727,ROP,1y Target Est,522.27
5728,ROST,Previous Close,105.86
5729,ROST,Open,106.77
5730,ROST,Bid,108.29 x 800
5731,ROST,Ask,108.38 x 800
5732,ROST,Day's Range,105.90 - 108.65
5733,ROST,52 Week Range,103.62 - 134.22
5734,ROST,Volume,"602,180"
5735,ROST,Avg. Volume,"1,943,853"
5736,ROST,Market Cap,38.301B
5737,ROST,Beta (5Y Monthly),1.02
5738,ROST,PE Ratio (TTM),24.28
5739,ROST,EPS (TTM),4.47
5740,ROST,Earnings Date,"Feb 28, 2022 - Mar 04, 2022"
5741,ROST,Forward Dividend & Yield,1.14 (1.05%)
5742,ROST,Ex-Dividend Date,"Dec 06, 2021"
5743,ROST,1y Target Est,137.97
5744,RCL,Previous Close,79.46
5745,RCL,Open,80.48
5746,RCL,Bid,79.25 x 1200
5747,RCL,Ask,79.39 x 1000
5748,RCL,Day's Range,77.83 - 80.57
5749,RCL,52 Week Range,64.20 - 99.24
5750,RCL,Volume,"3,859,495"
5751,RCL,Avg. Volume,"4,055,734"
5752,RCL,Market Cap,20.263B
5753,RCL,Beta (5Y Monthly),2.65
5754,RCL,PE Ratio (TTM),N/A
5755,RCL,EPS (TTM),-21.58
5756,RCL,Earnings Date,"Feb 21, 2022 - Feb 25, 2022"
5757,RCL,Forward Dividend & Yield,N/A (N/A)
5758,RCL,Ex-Dividend Date,"Mar 05, 2020"
5759,RCL,1y Target Est,94.58
5760,SPGI,Previous Close,473.26
5761,SPGI,Open,474.31
5762,SPGI,Bid,430.00 x 800
5763,SPGI,Ask,485.00 x 900
5764,SPGI,Day's Range,473.47 - 477.42
5765,SPGI,52 Week Range,303.50 - 484.21
5766,SPGI,Volume,"1,342,569"
5767,SPGI,Avg. Volume,"1,293,780"
5768,SPGI,Market Cap,114.171B
5769,SPGI,Beta (5Y Monthly),0.98
5770,SPGI,PE Ratio (TTM),40.84
5771,SPGI,EPS (TTM),11.60
5772,SPGI,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
5773,SPGI,Forward Dividend & Yield,3.08 (0.65%)
5774,SPGI,Ex-Dividend Date,"Nov 24, 2021"
5775,SPGI,1y Target Est,506.08
5776,CRM,Previous Close,252.80
5777,CRM,Open,251.23
5778,CRM,Bid,251.71 x 1000
5779,CRM,Ask,254.00 x 800
5780,CRM,Day's Range,249.34 - 254.31
5781,CRM,52 Week Range,201.51 - 311.75
5782,CRM,Volume,"3,769,478"
5783,CRM,Avg. Volume,"5,507,909"
5784,CRM,Market Cap,249.343B
5785,CRM,Beta (5Y Monthly),1.09
5786,CRM,PE Ratio (TTM),139.24
5787,CRM,EPS (TTM),1.82
5788,CRM,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
5789,CRM,Forward Dividend & Yield,N/A (N/A)
5790,CRM,Ex-Dividend Date,N/A
5791,CRM,1y Target Est,327.34
5792,SLB,Previous Close,28.97
5793,SLB,Open,28.10
5794,SLB,Bid,28.54 x 1100
5795,SLB,Ask,28.99 x 3200
5796,SLB,Day's Range,27.65 - 28.55
5797,SLB,52 Week Range,21.13 - 36.87
5798,SLB,Volume,"9,868,772"
5799,SLB,Avg. Volume,"11,884,680"
5800,SLB,Market Cap,39.933B
5801,SLB,Beta (5Y Monthly),2.31
5802,SLB,PE Ratio (TTM),24.46
5803,SLB,EPS (TTM),1.16
5804,SLB,Earnings Date,"Jan 20, 2022 - Jan 24, 2022"
5805,SLB,Forward Dividend & Yield,0.50 (1.73%)
5806,SLB,Ex-Dividend Date,"Nov 30, 2021"
5807,SLB,1y Target Est,N/A
5808,STX,Previous Close,110.31
5809,STX,Open,110.65
5810,STX,Bid,109.05 x 1400
5811,STX,Ask,111.41 x 1400
5812,STX,Day's Range,110.50 - 112.19
5813,STX,52 Week Range,58.04 - 116.93
5814,STX,Volume,"1,102,807"
5815,STX,Avg. Volume,"2,405,474"
5816,STX,Market Cap,24.806B
5817,STX,Beta (5Y Monthly),1.06
5818,STX,PE Ratio (TTM),16.40
5819,STX,EPS (TTM),6.80
5820,STX,Earnings Date,"Jan 17, 2022 - Jan 21, 2022"
5821,STX,Forward Dividend & Yield,2.80 (2.51%)
5822,STX,Ex-Dividend Date,"Dec 21, 2021"
5823,STX,1y Target Est,N/A
5824,SRE,Previous Close,129.16
5825,SRE,Open,128.89
5826,SRE,Bid,129.80 x 800
5827,SRE,Ask,129.81 x 900
5828,SRE,Day's Range,128.66 - 130.34
5829,SRE,52 Week Range,114.66 - 144.93
5830,SRE,Volume,"1,277,406"
5831,SRE,Avg. Volume,"1,536,095"
5832,SRE,Market Cap,41.325B
5833,SRE,Beta (5Y Monthly),0.68
5834,SRE,PE Ratio (TTM),37.12
5835,SRE,EPS (TTM),3.49
5836,SRE,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
5837,SRE,Forward Dividend & Yield,4.40 (3.41%)
5838,SRE,Ex-Dividend Date,"Dec 22, 2021"
5839,SRE,1y Target Est,147.32
